title,author,affiliation,author idx
Modeling the minimum cost consensus problem in an asymmetric costs context,Faxin Cheng,"School of Management, Jiangsu University, Zhenjiang 212013, China",3
Modeling the minimum cost consensus problem in an asymmetric costs context,Yanfang Zhou,"School of Management, Xi’an Jiaotong University, Xi’an 710049, China",4
Modeling the minimum cost consensus problem in an asymmetric costs context,Yujing Xie,"China Institute of Regulation Research, Zhejiang University of Finance & Economics, Hangzhou 310018, China",5
Scheduling EURO-k conferences,Thomas Stidsen,"Technical University of Denmark, Building 426, Produktionstorvet 2800, Kgs. Lyngby, Denmark",1
Scheduling EURO-k conferences,David Pisinger,"Technical University of Denmark, Building 426, Produktionstorvet 2800, Kgs. Lyngby, Denmark",2
Scheduling EURO-k conferences,Daniele Vigo,"DEI “Guglielmo Marconi” - University of Bologna, Italy",3
A quadratic time algorithm for computing the optimal landing times of a fixed sequence of planes,Alain Faye,"Laboratoire CEDRIC, ENSIIE, 1 square de la Résistance, Evry 91025, France",1
Scheduling of maintenance work of a large-scale tramway network,Alexander Kiefer,"Christian Doppler Laboratory for Efficient Intermodal Transport Operations, Department of Business Administration, University of Vienna, Oskar-Morgenstern-Platz 1, Vienna 1090, Austria",1
Scheduling of maintenance work of a large-scale tramway network,Michael Schilde,"Department of Business Administration, University of Vienna, Oskar-Morgenstern-Platz 1, Vienna 1090, Austria",2
Scheduling of maintenance work of a large-scale tramway network,Karl F. Doerner,"Christian Doppler Laboratory for Efficient Intermodal Transport Operations, Department of Business Administration, University of Vienna, Oskar-Morgenstern-Platz 1, Vienna 1090, Austria",3
The indefinite period traveling salesman problem,Lei Sun,"University at Buffalo (SUNY), Buffalo, NY 14260, United States",1
The indefinite period traveling salesman problem,Mark H. Karwan,"University at Buffalo (SUNY), Buffalo, NY 14260, United States",2
The indefinite period traveling salesman problem,Moustapha Diaby,"University of Connecticut, Storrs, CT 06268, United States",3
Optimal contingent payment mechanisms and entrepreneurial financing decisions,Miguel Tavares-Gärtner,"University of Porto, Portugal",1
Optimal contingent payment mechanisms and entrepreneurial financing decisions,Paulo J. Pereira,"University of Porto, Portugal",2
Optimal contingent payment mechanisms and entrepreneurial financing decisions,Elísio Brandão,"University of Porto, Portugal",3
Distributed simulation: state-of-the-art and potential for operational research,Simon J.E. Taylor,"Modelling & Simulation Group, Department of Computer Science, Brunel University London, Uxbridge, Middx, UK UB8 3PH",1
On highly robust efficient solutions to uncertain multiobjective linear programs,Garrett M. Dranichak,"Department of Mathematical Sciences, Clemson University, Clemson, SC 29634, United States",1
On highly robust efficient solutions to uncertain multiobjective linear programs,Margaret M. Wiecek,"Department of Mathematical Sciences, Clemson University, Clemson, SC 29634, United States",2
A parsimonious parametric model for generating margin requirements for futures,Carol Alexander,"University of Sussex Business School, University of Sussex, Falmer, Brighton BN1 9RH, United Kingdom",1
A parsimonious parametric model for generating margin requirements for futures,Andreas Kaeck,"University of Sussex Business School, University of Sussex, Falmer, Brighton BN1 9RH, United Kingdom",2
A parsimonious parametric model for generating margin requirements for futures,Anannit Sumawong,"University of Sussex Business School, University of Sussex, Falmer, Brighton BN1 9RH, United Kingdom",3
Extension of Zoutendijk method for solving constrained multiobjective optimization problems,Vahid Morovati,"Department of Applied Mathematics, Faculty of Mathematics and Computer Science, Amirkabir University of Technology, Tehran, Iran",1
Extension of Zoutendijk method for solving constrained multiobjective optimization problems,Latif Pourkarimi,"Department of Mathematics, Faculty of Sciences, Razi University, Kermanshah, Iran",2
Planning horizons based proactive rescheduling for stochastic resource-constrained project scheduling problems,Mario Brčić,"Faculty of Electrical Engineering and Computing, University of Zagreb, Unska 3, Zagreb 10000, Croatia",1
Planning horizons based proactive rescheduling for stochastic resource-constrained project scheduling problems,Marija Katić,"Birkbeck, University of London, Malet St, Bloomsbury, London WC1E 7HX, United Kingdom",2
Planning horizons based proactive rescheduling for stochastic resource-constrained project scheduling problems,Nikica Hlupić,"Faculty of Electrical Engineering and Computing, University of Zagreb, Unska 3, Zagreb 10000, Croatia",3
On the parameterized tractability of single machine scheduling with rejection,Danny Hermelin,"Department of Industrial Engineering and Management, Ben-Gurion University of the Negev, P.O.B. 653 Beer-Sheva 8410501, Israel",1
On the parameterized tractability of single machine scheduling with rejection,Michael Pinedo,"Stern School of Business, New York University, 44 West 4th Street, New York, NY 10012, USA",2
On the parameterized tractability of single machine scheduling with rejection,Dvir Shabtay,"Department of Industrial Engineering and Management, Ben-Gurion University of the Negev, P.O.B. 653 Beer-Sheva 8410501, Israel",3
On the parameterized tractability of single machine scheduling with rejection,Nimrod Talmon,"Department of Industrial Engineering and Management, Ben-Gurion University of the Negev, P.O.B. 653 Beer-Sheva 8410501, Israel",4
A further study on two-agent parallel-batch scheduling with release dates and deteriorating jobs to minimize the makespan,Yuan Gao,"School of Mathematics and Statistics, Zhengzhou University, Zhengzhou, Henan 450001, China",1
A further study on two-agent parallel-batch scheduling with release dates and deteriorating jobs to minimize the makespan,Jinjiang Yuan,"School of Mathematics and Statistics, Zhengzhou University, Zhengzhou, Henan 450001, China",2
A further study on two-agent parallel-batch scheduling with release dates and deteriorating jobs to minimize the makespan,C.T. Ng,"Department of Logistics and Maritime Studies, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong",3
A further study on two-agent parallel-batch scheduling with release dates and deteriorating jobs to minimize the makespan,T.C.E. Cheng,"Department of Logistics and Maritime Studies, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong",4
An exact solution approach for scheduling cooperative gantry cranes,Dominik Kress,"University of Siegen, Management Information Science, Kohlbettstr. 15, Siegen 57068, Germany",1
An exact solution approach for scheduling cooperative gantry cranes,Jan Dornseifer,"Tebis ProLeiS GmbH, Marburger Str. 3a, Erndtebrück 57339, Germany",2
An exact solution approach for scheduling cooperative gantry cranes,Florian Jaehn,"Helmut Schmidt University - University of the Federal Armed Forces Hamburg, Institute for Management Science and Operations Research, Holstenhofweg 85, Hamburg 22043, Germany",3
Berge-acyclic multilinear 0–1 optimization problems,Christoph Buchheim,"Fakultät für Mathematik, TU Dortmund, Vogelpothsweg 87, Dortmund 44227, Germany",1
Berge-acyclic multilinear 0–1 optimization problems,Yves Crama,"QuantOM, HEC Management School, University of Liège, Rue Louvrex 14, Liège 4000, Belgium",2
Berge-acyclic multilinear 0–1 optimization problems,Elisabeth Rodríguez-Heck,"QuantOM, HEC Management School, University of Liège, Rue Louvrex 14, Liège 4000, Belgium",3
Solving the optimum communication spanning tree problem,Carlos Armando Zetina,"Concordia University and Interuniversity Research Centre on Enterprise Networks, Logistics and Transportation (CIRRELT), Montreal H3G 1M8, Canada",1
Solving the optimum communication spanning tree problem,Ivan Contreras,"Concordia University and Interuniversity Research Centre on Enterprise Networks, Logistics and Transportation (CIRRELT), Montreal H3G 1M8, Canada",2
Solving the optimum communication spanning tree problem,Elena Fernández,"Department of Statistics and Operations Research, Universitat Politècnica de Catalunya – Barcelona Tech, Barcelona, Spain",3
Solving the optimum communication spanning tree problem,Carlos Luna-Mota,"Concordia University and Interuniversity Research Centre on Enterprise Networks, Logistics and Transportation (CIRRELT), Montreal H3G 1M8, Canada",4
Spare parts inventory management: New evidence from distribution fitting,Laura Turrini,"European Business School, Gustav-Stresemann-Ring 3, 65189 Wiesbaden, Germany",1
Spare parts inventory management: New evidence from distribution fitting,Joern Meissner,"Kuehne Logistics University, Grosser Grasbrook 17, 20457 Hamburg, Germany",2
Consistent vehicle routing problem with service level agreements: A case study in the pharmaceutical distribution sector,Pedro Campelo,"INESC TEC, Faculdade de Engenharia, Universidade do Porto, Rua Dr. Roberto Frias, s/n, Porto 4600–001, Portugal",1
Consistent vehicle routing problem with service level agreements: A case study in the pharmaceutical distribution sector,Fábio Neves-Moreira,"INESC TEC, Faculdade de Engenharia, Universidade do Porto, Rua Dr. Roberto Frias, s/n, Porto 4600–001, Portugal",2
Consistent vehicle routing problem with service level agreements: A case study in the pharmaceutical distribution sector,Pedro Amorim,"INESC TEC, Faculdade de Engenharia, Universidade do Porto, Rua Dr. Roberto Frias, s/n, Porto 4600–001, Portugal",3
Consistent vehicle routing problem with service level agreements: A case study in the pharmaceutical distribution sector,Bernardo Almada-Lobo,"INESC TEC, Faculdade de Engenharia, Universidade do Porto, Rua Dr. Roberto Frias, s/n, Porto 4600–001, Portugal",4
A capacitated lot sizing problem with stochastic setup times and overtime,Duygu Taş,"MEF University, Huzur Mah. Maslak Ayazağa Cad. No. 4, Sarıyer, Istanbul 34396, Turkey",1
A capacitated lot sizing problem with stochastic setup times and overtime,Michel Gendreau,"CIRRELT and MAGI, Polytechnique Montréal, C.P. 6079, succ. Centre-ville, Montréal H3C 3A7, Canada",2
A capacitated lot sizing problem with stochastic setup times and overtime,Ola Jabali,"Politecnico di Milano, Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB), Milan, Italy",3
A capacitated lot sizing problem with stochastic setup times and overtime,Raf Jans,"HEC Montréal and CIRRELT, 3000, chemin de la Côte-Sainte-Catherine, Montréal H3T 2A7, Canada",4
Mixed-integer programming models for tower crane selection and positioning with respect to mutual interference,Dirk Briskorn,"Bergische Universität Wuppertal, Lehrstuhl für BWL, insbesondere Produktion und Logistik, Rainer-Gruenter-Str. 21, Wuppertal 42119, Germany",1
Mixed-integer programming models for tower crane selection and positioning with respect to mutual interference,Michael Dienstknecht,"Bergische Universität Wuppertal, Lehrstuhl für BWL, insbesondere Produktion und Logistik, Rainer-Gruenter-Str. 21, Wuppertal 42119, Germany",2
An exact algorithm to solve the vehicle routing problem with stochastic demands under an optimal restocking policy,Majid Salavati-Khoshghalb,"Centre interuniversitaire de recherche sur les réseaux d’entreprise, la logistique et le transport (CIRRELT), C.P. 6128, succ. Centre-ville, Montréal, Québec H3C 3J7, Canada",1
An exact algorithm to solve the vehicle routing problem with stochastic demands under an optimal restocking policy,Michel Gendreau,"Centre interuniversitaire de recherche sur les réseaux d’entreprise, la logistique et le transport (CIRRELT), C.P. 6128, succ. Centre-ville, Montréal, Québec H3C 3J7, Canada",2
An exact algorithm to solve the vehicle routing problem with stochastic demands under an optimal restocking policy,Ola Jabali,"Dipartimento di elettronica, informazione e bioingegneria, Politecnico di Milano, Piazza Leonardo da Vinci, 32, Milano 20133, Italy",3
An exact algorithm to solve the vehicle routing problem with stochastic demands under an optimal restocking policy,Walter Rei,"Centre interuniversitaire de recherche sur les réseaux d’entreprise, la logistique et le transport (CIRRELT), C.P. 6128, succ. Centre-ville, Montréal, Québec H3C 3J7, Canada",4
A tri-level optimization model for a private road competition problem with traffic equilibrium constraints,Yan Gu,"School of Mathematical Sciences, Jiangsu Key Labratory for NSLSCS, Nanjing Normal University, Nanjing 210023, China",1
A tri-level optimization model for a private road competition problem with traffic equilibrium constraints,Xingju Cai,"School of Mathematical Sciences, Jiangsu Key Labratory for NSLSCS, Nanjing Normal University, Nanjing 210023, China",2
A tri-level optimization model for a private road competition problem with traffic equilibrium constraints,Deren Han,"School of Mathematical Sciences, Jiangsu Key Labratory for NSLSCS, Nanjing Normal University, Nanjing 210023, China",3
A tri-level optimization model for a private road competition problem with traffic equilibrium constraints,David Z.W. Wang,"School of Civil and Environmental Engineering, Nanyang Technological University, 50 Nanyang Avenue, Singapore 639798, Singapore",4
The single-period (newsvendor) problem under interval grade uncertainties,Min Guo,"College of Economics and Management, North University of China, Taiyuan, PR China",1
The single-period (newsvendor) problem under interval grade uncertainties,Yu-wang Chen,"Alliance Manchester Business School, The University of Manchester, Manchester, UK",2
The single-period (newsvendor) problem under interval grade uncertainties,Hongwei Wang,"School of Management, Huazhong University of Science & Technology, Wuhan, PR China",3
The single-period (newsvendor) problem under interval grade uncertainties,Jian-Bo Yang,"Alliance Manchester Business School, The University of Manchester, Manchester, UK",4
The single-period (newsvendor) problem under interval grade uncertainties,Keyong Zhang,"College of Economics and Management, North University of China, Taiyuan, PR China",5
Manufacturer encroachment with quality decision under asymmetric demand information,Jianxiong Zhang,"College of Management and Economics, Tianjin University, Tianjin 300072, China",1
Manufacturer encroachment with quality decision under asymmetric demand information,Sa Li,"College of Management and Economics, Tianjin University, Tianjin 300072, China",2
Manufacturer encroachment with quality decision under asymmetric demand information,Shichen Zhang,"College of Management and Economics, Tianjin University, Tianjin 300072, China",3
Manufacturer encroachment with quality decision under asymmetric demand information,Rui Dai,"College of Management and Economics, Tianjin University, Tianjin 300072, China",4
Stochastic comparisons of imperfect maintenance models for a gamma deteriorating system,Sophie MERCIER,"IPRA-LMAP, CNRS/Univ Pau & Pays Adour, Pau 64000, France",1
Stochastic comparisons of imperfect maintenance models for a gamma deteriorating system,I.T. CASTRO,"Department of Mathematics, University of Extremadura, Spain",2
Considering sample means in Rinott’s procedure with a Bayesian approach,Moonyoung Yoon,"Icepack Limited, Company number 610416, 2 Store Street, Dublin 1, Ireland",1
Considering sample means in Rinott’s procedure with a Bayesian approach,James Bekker,"Department of Industrial Engineering, University of Stellenbosch, South Africa",2
Design heuristic for parallel many server systems,Ivo J.B.F. Adan,"Department of Industrial Engineering, Eindhoven University of Technology, P.O. Box 513, 5600 MB, Eindhoven, The Netherlands",1
Design heuristic for parallel many server systems,Marko A.A. Boon,"Department of Mathematics and Computer Science, Eindhoven University of Technology, P.O. Box 513, 5600 MB, Eindhoven, The Netherlands",2
Design heuristic for parallel many server systems,Gideon Weiss,"Department of Statistics, The University of Haifa, Mount Carmel 31905, Israel",3
Stochastic efficiency measures for production units with correlated data,Chiang Kao,"Department of Industrial and Information Management, National Cheng Kung University, Tainan, Taiwan",1
Stochastic efficiency measures for production units with correlated data,Shiang-Tai Liu,"Graduate School of Business and Management, Vanung University, Zhongli District, Taoyuan, Taiwan",2
Dynamic pricing for vehicle ferries: Using packing and simulation to optimize revenues,Christopher Bayliss,"IN3 – Computer Science Department, Universitat Oberta de Catalunya, Spain",1
Dynamic pricing for vehicle ferries: Using packing and simulation to optimize revenues,Christine S.M. Currie,"Mathematical Sciences, University of Southampton, Southampton SO17 1BJ, UK",2
Dynamic pricing for vehicle ferries: Using packing and simulation to optimize revenues,Julia A. Bennell,"Leeds University Business School, University of Leeds, Leeds LS2 9JT, UK",3
Dynamic pricing for vehicle ferries: Using packing and simulation to optimize revenues,Antonio Martinez-Sykora,"Southampton Business School, University of Southampton, Southampton SO17 1BJ, UK",4
Medical facility network design: User-choice and system-optimal models,Yue Zhang,"College of Business and Innovation, University of Toledo, 2801 W. Bancroft Street, Toledo, OH 43606, USA",1
Medical facility network design: User-choice and system-optimal models,Derek Atkins,"Sauder School of Business, University of British Columbia, 2053 Main Mall, Vancouver, British Columbia V6T 1Z2, Canada",2
Application developers’ product offering strategies in multi-platform markets,Yuwen Chen,"College of Business, University of Rhode Island, 7 Lippitt Rd., Kingston, RI 02881, USA",1
Application developers’ product offering strategies in multi-platform markets,John Ni,"Farmer School of Business, Miami University, 800 East High Street, Oxford, OH 45056, USA",2
Application developers’ product offering strategies in multi-platform markets,Degan Yu,"Business School, The Center for Accounting, Finance and Institutions, Sun Yat-sen University, No. 135, Xingang West Road, Guangzhou 510275, PR China",3
Cost-driven build orientation and bin packing of parts in Selective Laser Melting (SLM),Valeriya Griffiths,"University Technology Centre for Computational Engineering, University of Southampton, Southampton SO16 7QF, UK",1
Cost-driven build orientation and bin packing of parts in Selective Laser Melting (SLM),James P. Scanlan,"University Technology Centre for Computational Engineering, University of Southampton, Southampton SO16 7QF, UK",2
Cost-driven build orientation and bin packing of parts in Selective Laser Melting (SLM),Murat H. Eres,"University Technology Centre for Computational Engineering, University of Southampton, Southampton SO16 7QF, UK",3
Cost-driven build orientation and bin packing of parts in Selective Laser Melting (SLM),Antonio Martinez-Sykora,"Southampton Business School, University of Southampton, Southampton SO17 8BJ, UK",4
Cost-driven build orientation and bin packing of parts in Selective Laser Melting (SLM),Phani Chinchapatnam,"Rolls-Royce plc, PO Box 31, Derby DE24 8BJ, UK",5
Studying the generation of alternatives in public policy making processes,Valentina Ferretti,"Department of Architecture, Built Environment and Construction Engineering (ABC), Politecnico di Milano, Italy",1
Studying the generation of alternatives in public policy making processes,Irene Pluchinotta,"LAMSADE-CNRS, PSL Research University, Université Paris Dauphine, Place du Maréchal de Lattre de Tassigny, 75016 Paris, France",2
Studying the generation of alternatives in public policy making processes,Alexis Tsoukiàs,"LAMSADE-CNRS, PSL Research University, Université Paris Dauphine, Place du Maréchal de Lattre de Tassigny, 75016 Paris, France",3
Cross-efficiency evaluation in data envelopment analysis based on prospect theory,Hui-hui Liu,"Institutes of Science and Development, Chinese Academy of Sciences, Beijing 100190, China",1
Cross-efficiency evaluation in data envelopment analysis based on prospect theory,Yao-yao Song,"Institutes of Science and Development, Chinese Academy of Sciences, Beijing 100190, China",2
Cross-efficiency evaluation in data envelopment analysis based on prospect theory,Guo-liang Yang,"Institutes of Science and Development, Chinese Academy of Sciences, Beijing 100190, China",3
Modelling social responsibility in mutual fund performance appraisal: A two-stage data envelopment analysis model with non-discretionary first stage output,Don U.A. Galagedera,"Department of Econometrics and Business Statistics, Monash Business School, Monash University, 900 Dandenong Road, Caulfield East, Victoria 3145, Australia",1
Nash marginal abatement cost estimation of air pollutant emissions using the stochastic semi-nonparametric frontier,Chia-Yen Lee,"Institute of Manufacturing Information and Systems, National Cheng Kung University, Tainan City 701, Taiwan",1
Nash marginal abatement cost estimation of air pollutant emissions using the stochastic semi-nonparametric frontier,Ke Wang,"Center for Energy and Environmental Policy Research & School of Management and Economics, Beijing Institute of Technology, Beijing, China",2
Deterministic assembly scheduling problems: A review and classification of concurrent-type scheduling models and solution procedures,Jose M. Framinan,"Industrial Management, School of Engineering, University of Seville, Camino de los Descubrimientos s/n., Seville 41092, Spain",1
Deterministic assembly scheduling problems: A review and classification of concurrent-type scheduling models and solution procedures,Paz Perez-Gonzalez,"Industrial Management, School of Engineering, University of Seville, Camino de los Descubrimientos s/n., Seville 41092, Spain",2
Deterministic assembly scheduling problems: A review and classification of concurrent-type scheduling models and solution procedures,Victor Fernandez-Viagas,"Industrial Management, School of Engineering, University of Seville, Camino de los Descubrimientos s/n., Seville 41092, Spain",3
Online minimum latency problem with edge uncertainty,Huili Zhang,"School of Management, Xian Jiaotong University; and State Key Lab for Manufacturing Systems Engineering, Xian 710049, China",1
Online minimum latency problem with edge uncertainty,Weitian Tong,"Department of Computer Science, Georgia Southern University, Statesboro, GA 30458, USA",2
Online minimum latency problem with edge uncertainty,Guohui Lin,"Department of Computing Science, University of Alberta, Edmonton, Alberta T6G 2E8, Canada",3
Online minimum latency problem with edge uncertainty,Yinfeng Xu,"School of Management, Xian Jiaotong University; and State Key Lab for Manufacturing Systems Engineering, Xian 710049, China",4
Dominance for multi-objective robust optimization concepts,Marco Botte,"Georg-August-Universität Göttingen Lotzestr. 16–18, Göttingen 37083, Germany",1
Dominance for multi-objective robust optimization concepts,Anita Schöbel,"Georg-August-Universität Göttingen Lotzestr. 16–18, Göttingen 37083, Germany",2
Exact algorithms for handling outliers in center location problems on networks using k-max functions,Teresa Schnepper,"School of Mathematics and Natural Sciences, University of Wuppertal, Gaußstraße 20, Wuppertal 42103, Germany",1
Exact algorithms for handling outliers in center location problems on networks using k-max functions,Kathrin Klamroth,"School of Mathematics and Natural Sciences, University of Wuppertal, Gaußstraße 20, Wuppertal 42103, Germany",2
Exact algorithms for handling outliers in center location problems on networks using k-max functions,Michael Stiglmayr,"School of Mathematics and Natural Sciences, University of Wuppertal, Gaußstraße 20, Wuppertal 42103, Germany",3
Exact algorithms for handling outliers in center location problems on networks using k-max functions,Justo Puerto,"Mathematical Research Institute (IMUS), University of Seville, C/ Tarfia 21, Seville 41012, Spain",4
Balanced vehicle routing: Polyhedral analysis and branch-and-cut algorithm,Tolga Bektaş,"Southampton Business School, Centre for Operational Research, Management Science and Information Systems (CORMSIS), University of Southampton, SO17 1BJ Southampton, United Kingdom",1
Balanced vehicle routing: Polyhedral analysis and branch-and-cut algorithm,Luis Gouveia,"Faculdade de Ciencias da Universidade de Lisboa, DEIO, Centro de Investigao Operacional, Bloco C/2 Campo Grande, Cidade Universitaria, Lisboa 1749-016, Portugal",2
Balanced vehicle routing: Polyhedral analysis and branch-and-cut algorithm,Antonio Martínez-Sykora,"Southampton Business School, Centre for Operational Research, Management Science and Information Systems (CORMSIS), University of Southampton, SO17 1BJ Southampton, United Kingdom",3
Balanced vehicle routing: Polyhedral analysis and branch-and-cut algorithm,Juan-José Salazar-González,"DMEIO, Universidad de La Laguna, 38200 La Laguna, Tenerife, Spain",4
Heuristic search to the capacitated clustering problem,Qing Zhou,"School of Management, Huazhong University of Science and Technology, No. 1037, Luoyu Road, Wuhan, China",1
Heuristic search to the capacitated clustering problem,Una Benlic,"SATALIA, 40 High Street, Islington High Street, London, N1 8XB, United Kingdom",2
Heuristic search to the capacitated clustering problem,Qinghua Wu,"School of Management, Huazhong University of Science and Technology, No. 1037, Luoyu Road, Wuhan, China",3
Heuristic search to the capacitated clustering problem,Jin-Kao Hao,"LERIA, Université d’Angers, 2 bd Lavoisier, 49045 Angers Cedex 01, France",4
A matheuristic approach to the orienteering problem with service time dependent profits,Qinxiao Yu,"College of Management and Economics, Tianjin University, Tianjin 300072, China",1
A matheuristic approach to the orienteering problem with service time dependent profits,Kan Fang,"College of Management and Economics, Tianjin University, Tianjin 300072, China",2
A matheuristic approach to the orienteering problem with service time dependent profits,Ning Zhu,"College of Management and Economics, Tianjin University, Tianjin 300072, China",3
A matheuristic approach to the orienteering problem with service time dependent profits,Shoufeng Ma,"College of Management and Economics, Tianjin University, Tianjin 300072, China",4
A Benders decomposition-based framework for solving quay crane scheduling problems,Defeng Sun,"Liaoning Engineering Laboratory of Operations Analytics and Optimization for Smart Industry, Northeastern University, Shenyang 110819, PR China",1
A Benders decomposition-based framework for solving quay crane scheduling problems,Lixin Tang,"Liaoning Key Laboratory of Manufacturing System and Logistics, Institute of Industrial & Systems Engineering, Northeastern University, Shenyang, 110819, China",2
A Benders decomposition-based framework for solving quay crane scheduling problems,Roberto Baldacci,"Department of Electrical, Electronic, and Information Engineering “Guglielmo Marconi”, University of Bologna, 47521 Cesena, Italy",3
An integrated model to improve ergonomic and economic performance in order picking by rotating pallets,Christoph H. Glock,"Institute of Production and Supply Chain Management, Technische Universität Darmstadt, Hochschulstr. 1, 64289 Darmstadt, Germany",1
An integrated model to improve ergonomic and economic performance in order picking by rotating pallets,Eric H. Grosse,"Institute of Production and Supply Chain Management, Technische Universität Darmstadt, Hochschulstr. 1, 64289 Darmstadt, Germany",2
An integrated model to improve ergonomic and economic performance in order picking by rotating pallets,Hamid Abedinnia,"Institute of Production and Supply Chain Management, Technische Universität Darmstadt, Hochschulstr. 1, 64289 Darmstadt, Germany",3
An integrated model to improve ergonomic and economic performance in order picking by rotating pallets,Simon Emde,"Institute of Management Science and Operations Research, Technische Universität Darmstadt, Hochschulstr. 1, 64289 Darmstadt, Germany",4
Integrated planning for design and production in two-stage recycling operations,Jiyoun C. Chang,"Department of Materials Science and Engineering, Massachusetts Institute of Technology, 77 Massachusetts Avenue 8-403, Cambridge, MA 02139, United States",1
Integrated planning for design and production in two-stage recycling operations,Stephen C. Graves,"Sloan School of Management, Massachusetts Institute of Technology, 77 Massachusetts Avenue E62-579, Cambridge, MA 02139, United States",2
Integrated planning for design and production in two-stage recycling operations,Randolph E. Kirchain,"Materials Research Laboratory, Massachusetts Institute of Technology, 77 Massachusetts Avenue E19-695C, Cambridge, MA 02139, United States",3
Integrated planning for design and production in two-stage recycling operations,Elsa A. Olivetti,"Department of Materials Science and Engineering, Massachusetts Institute of Technology, 77 Massachusetts Avenue 8-403, Cambridge, MA 02139, United States",4
Buyer-specific versus uniform pricing in a closed-loop supply chain with third-party remanufacturing,Xiaole Wu,"School of Management, Fudan University, Shanghai 200433, China",1
Buyer-specific versus uniform pricing in a closed-loop supply chain with third-party remanufacturing,Yu Zhou,"School of Economics and Business Administration, Chongqing University, 174 Shazhengjie, Shapingba, Chongqing 40044, China",2
Replacement and inventory control for a multi-customer product service system with decreasing replacement costs,Xinbao Liu,"School of Management, Hefei University of Technology, Hefei, China",1
Replacement and inventory control for a multi-customer product service system with decreasing replacement costs,Tianji Yang,"Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China",2
Replacement and inventory control for a multi-customer product service system with decreasing replacement costs,Jun Pei,"School of Management, Hefei University of Technology, Hefei, China",3
Replacement and inventory control for a multi-customer product service system with decreasing replacement costs,Haitao Liao,"Department of Industrial Engineering, University of Arkansas, Fayetteville, AR, USA",4
Replacement and inventory control for a multi-customer product service system with decreasing replacement costs,Edward A. Pohl,"Department of Industrial Engineering, University of Arkansas, Fayetteville, AR, USA",5
The periodic vehicle routing problem with driver consistency,Inmaculada Rodríguez-Martín,"DMEIO, Facultad de Ciencias, Universidad de La Laguna, Tenerife, Spain",1
The periodic vehicle routing problem with driver consistency,Juan-José Salazar-González,"DMEIO, Facultad de Ciencias, Universidad de La Laguna, Tenerife, Spain",2
The periodic vehicle routing problem with driver consistency,Hande Yaman,"Department of Industrial Engineering, Bilkent University, Ankara, Turkey",3
Setting optimal planned leadtimes in configure-to-order assembly systems,Sjors Jansen,"Department of Industrial Engineering and Innovation Sciences, Eindhoven University of Technology, Eindhoven, The Netherlands",1
Setting optimal planned leadtimes in configure-to-order assembly systems,Zümbül Atan,"Department of Industrial Engineering and Innovation Sciences, Eindhoven University of Technology, Eindhoven, The Netherlands",2
Setting optimal planned leadtimes in configure-to-order assembly systems,Ivo Adan,"Department of Industrial Engineering and Innovation Sciences, Eindhoven University of Technology, Eindhoven, The Netherlands",3
Setting optimal planned leadtimes in configure-to-order assembly systems,Ton de Kok,"Department of Industrial Engineering and Innovation Sciences, Eindhoven University of Technology, Eindhoven, The Netherlands",4
Installed base management versus selling in monopolistic and competitive environments,Shantanu Bhattacharya,"Professor of Operations Management, Lee Kong Chian School of Business Singapore Management University, 50 Stamford Road, 178899, Singapore",1
Installed base management versus selling in monopolistic and competitive environments,Andreas Robotis,"Assistant Professor, ALBA Graduate School of Business at the American College of GreeceXenias 6–8, Athens 11528 Greece",2
Installed base management versus selling in monopolistic and competitive environments,Luk N. Van Wassenhove,"Henry Ford Chaired Professor in Manufacturing, INSEAD Technology and Operations Management Area, Blvd de Constance, Fontainebleau 77305, France",3
The bi-objective traveling purchaser problem with deliveries,Pamela J. Palomo-Martínez,"Universidad Autónoma de Nuevo León, Facultad de Ingeniería Mecánica y Eléctrica, Graduate Program in Systems Engineering, Mexico",1
The bi-objective traveling purchaser problem with deliveries,M. Angélica Salazar-Aguilar,"Universidad Autónoma de Nuevo León, Facultad de Ingeniería Mecánica y Eléctrica, Graduate Program in Systems Engineering, Mexico",2
Multiple criteria group decision making with belief distributions and distributed preference relations,Chao Fu,"School of Management, Hefei University of Technology, Hefei, Box 270, Hefei 230009, Anhui, PR China",1
Multiple criteria group decision making with belief distributions and distributed preference relations,Wenjun Chang,"School of Management, Hefei University of Technology, Hefei, Box 270, Hefei 230009, Anhui, PR China",2
Multiple criteria group decision making with belief distributions and distributed preference relations,Min Xue,"School of Management, Hefei University of Technology, Hefei, Box 270, Hefei 230009, Anhui, PR China",3
Multiple criteria group decision making with belief distributions and distributed preference relations,Shanlin Yang,"School of Management, Hefei University of Technology, Hefei, Box 270, Hefei 230009, Anhui, PR China",4
A selfish allocation heuristic in scheduling: Equilibrium and inefficiency bound analysis,Jac Braat,"Department of Econometrics & OR and CentER, Tilburg University, Netherlands",1
A selfish allocation heuristic in scheduling: Equilibrium and inefficiency bound analysis,Herbert Hamers,"Department of Econometrics & OR, CentER, and TIAS Business School for Society, Tilburg University, Netherlands",2
A short solution to the many-player silent duel with arbitrary consolation prize,Steve Alpern,"Warwick Business School, University of Warwick, Coventry CV4 7AL, UK",1
